transaction_id,amount,recovery_probability,expected_recovery,priority,strategy,reason
TXN_7636,46577.06,0.8619515934190844,40147.1710837763,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_4937,44490.86,0.9012981844046988,40099.53134060364,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_338,49383.71,0.8117573639813118,40087.590253217546,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9417,49569.94,0.8078351724001794,40044.34102576655,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_2420,47407.86,0.843896837889033,40007.34314508597,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6685,48574.8,0.8234931219109695,40001.013698200964,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_3446,49776.46,0.8033593126336172,39988.38269093474,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_706,46317.08,0.8619252156855727,39921.85916892593,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9545,45204.44,0.8830127016568825,39916.094691286446,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6362,48623.09,0.8193824121693701,39840.90477132838,HIGH,RETRY_PAYMENT,High recovery probability
TXN_313,46050.31,0.8640735342454121,39790.85411479684,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_3754,49220.63,0.8075465861895671,39747.95172659979,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_1102,49476.32,0.8025911986618045,39709.25897417501,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9311,45801.57,0.8666831612561954,39695.44947809692,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_1787,46686.3,0.850095215051726,39687.8002384694,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_7523,45131.76,0.8793275189755987,39685.59854780217,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_4289,49858.42,0.7956168701748187,39668.200072261585,HIGH,RETRY_PAYMENT,High recovery probability
TXN_5387,45506.06,0.8709154329313863,39631.92994590164,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6043,48619.78,0.8150264562988309,39626.40699942877,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_8353,46828.91,0.8461916218449528,39626.23130213133,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7893,47718.16,0.8288871511835352,39552.96970212012,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_2309,46403.92,0.851678116095593,39521.2031650506,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7428,49887.45,0.7909316336717578,39457.56232821813,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6439,46803.1,0.8423615632068701,39425.13247892746,HIGH,ESCALATE,Maximum retry threshold reached
TXN_6076,48636.17,0.8098696063771423,39388.955853591775,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5154,45266.59,0.8701531055525565,39388.863866274296,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5445,49198.02,0.7994062761775073,39329.20596350652,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_9155,49304.73,0.7975235662852265,39321.6841043302,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9894,46032.17,0.8532383512627842,39276.4128358482,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_4625,49479.21,0.7931860672950058,39246.21999276373,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5411,48510.68,0.8090155893535392,39245.89637014095,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_3263,49068.28,0.7987909500518058,39195.29799860802,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_1698,42543.95,0.9212805041206663,39194.91170328442,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_8320,45825.93,0.8552412242188097,39192.22447416548,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_5318,48645.6,0.805241958856008,39171.47823372582,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_9671,46817.51,0.8350903899025726,39096.85268016759,HIGH,ESCALATE,Maximum retry threshold reached
TXN_9099,49002.62,0.7965028722984591,39030.72758014992,HIGH,RETRY_PAYMENT,High recovery probability
TXN_9210,48163.9,0.8102366815367268,39024.158505866755,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5138,45330.12,0.8599863456943424,38983.284248686025,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_397,49390.5,0.7892217911726405,38980.0588769123,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_2859,48973.05,0.7950867698202753,38937.824132746835,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_3434,47830.73,0.8133197125653464,38901.67557539069,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7510,48563.14,0.8009908451635032,38898.63055239353,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_1337,48041.24,0.8093161732265809,38880.552513859744,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_2559,43039.52,0.9029618702895593,38863.04547556489,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_8315,49428.37,0.7860936877905205,38855.32965477433,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5823,47432.58,0.8190993568690754,38851.99577264097,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_3852,46620.88,0.832754757539361,38823.75962067164,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_2569,48965.17,0.7919139226161042,38776.19984626438,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9816,49373.73,0.7852656360303301,38771.49349163979,HIGH,RETRY_PAYMENT,High recovery probability
TXN_3418,44811.17,0.8645695465651744,38742.372927954944,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7535,45387.54,0.85335766675802,38731.80523428631,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_3345,44977.04,0.8609322527575506,38722.184369566465,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_7166,44149.42,0.8758016092580969,38666.133083811605,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5339,46888.92,0.8240845731375517,38640.43562308081,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_7853,49870.27,0.7742252261344269,38610.82106813492,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_2949,49600.65,0.7781831244222316,38598.38879037356,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7304,44553.48,0.8645240150093884,38517.553412240486,HIGH,ESCALATE,Maximum retry threshold reached
TXN_4938,48552.51,0.7926491393683343,38485.10526567244,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_1274,41724.79,0.9220183773558388,38471.02317131313,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_3298,47749.9,0.8052789544952413,38451.98954925233,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9958,49680.14,0.773984310700009,38451.64891337994,HIGH,RETRY_PAYMENT,High recovery probability
TXN_1234,48081.38,0.7992910562062844,38431.01700405571,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_4778,49079.43,0.7829853113449542,38428.472779182885,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5888,49129.76,0.7820523720156258,38422.04534455841,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5285,48611.95,0.7902472493885334,38415.45977491292,HIGH,ESCALATE,Maximum retry threshold reached
TXN_9833,48068.49,0.7984481983144834,38380.19923619776,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6648,45080.77,0.8512264338854759,38373.94308391134,HIGH,RETRY_PAYMENT,High recovery probability
TXN_6067,45451.68,0.8438457303552314,38354.206105472265,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9354,48589.47,0.7880942872527844,38293.08372764055,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_2855,46284.66,0.8263682334368307,38248.17271942434,HIGH,RETRY_PAYMENT,High recovery probability
TXN_3229,49807.73,0.7675801775973413,38231.426239120425,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_8530,47311.36,0.8077370247941633,38215.13716536559,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5183,49238.61,0.7742599713432373,38123.48476758084,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_7894,47832.28,0.7967266932166082,38109.2542734109,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6119,42166.42,0.9028316278680039,38069.177609965955,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_9112,42799.26,0.889476698343029,38068.94447632487,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_2014,48017.29,0.7925675856341057,38056.94760399269,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_8742,49962.1,0.7615629473834532,38049.28413346683,HIGH,ESCALATE,Maximum retry threshold reached
TXN_9967,46421.15,0.8195134477283346,38042.75668401418,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_4143,49826.45,0.7631585265672414,38025.48016607632,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_710,49663.43,0.7656406084835554,38024.33876458046,HIGH,RETRY_PAYMENT,High recovery probability
TXN_7993,44538.03,0.8534401204467364,38010.54168766036,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_9001,45837.96,0.828412584385666,37972.74290656678,HIGH,ESCALATE,Maximum retry threshold reached
TXN_4228,44890.94,0.8451872321652507,37941.249327896345,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_6227,44639.93,0.8491900794038655,37907.785701283,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_3673,47716.14,0.7939216197451374,37882.87515678574,HIGH,ESCALATE,Maximum retry threshold reached
TXN_4296,48767.45,0.7764349923714066,37864.75466872295,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_143,45217.52,0.8366921404404111,37833.1435942071,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_6983,46521.77,0.8122053214896765,37785.22915911878,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_4469,47648.19,0.7928445935042346,37777.60983176254,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_5220,46621.4,0.8099464394090775,37760.83693026637,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9211,45453.35,0.8306926996999684,37757.766021907555,HIGH,RETRY_PAYMENT,High recovery probability
TXN_2370,48944.92,0.7707447978602421,37724.042471685716,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_8721,43711.88,0.8622586401462254,37690.946207034984,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_4867,42639.76,0.8833192263656009,37664.5198156149,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_1205,45469.19,0.8275389019036524,37627.52356304853,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_5338,41938.37,0.8968724292236122,37613.367779578664,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_9579,43431.3,0.8648590865592624,37561.95444608129,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_9590,47205.16,0.7956964095248925,37560.976323048075,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_2443,49302.79,0.7613844014949224,37538.37525617985,HIGH,RETRY_PAYMENT,High recovery probability
TXN_4571,47634.04,0.787526595144108,37513.07333415825,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_4629,45049.02,0.8316743045856531,37466.112380765175,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_4889,44001.78,0.8505293796863005,37424.80664849306,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_7647,46472.83,0.8053028106290252,37424.70061688488,HIGH,ESCALATE,Maximum retry threshold reached
TXN_2299,46699.55,0.80095970707794,37404.45788867161,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9739,41525.31,0.9006589740317925,37400.14310095213,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_21,43168.86,0.8658724553074386,37378.72680102308,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_5494,48500.61,0.7703139471645247,37360.69632898722,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_8861,42315.77,0.8826500991754981,37350.018587187566,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_3049,47068.83,0.793190087144374,37334.529369483724,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_4113,45342.77,0.8233321395207427,37332.15983589694,HIGH,RETRY_PAYMENT,High recovery probability
TXN_4679,48372.56,0.7705173582561724,37271.897143288195,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_8021,42321.37,0.8790165123109843,37201.18305362273,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_2663,49630.23,0.7492674049496059,37186.31363915208,HIGH,RETRY_LATER,Moderate recovery probability
TXN_8989,49049.53,0.7578824377115922,37173.777365007874,HIGH,ESCALATE,Maximum retry threshold reached
TXN_9650,39799.89,0.9339626976463535,37171.61263042813,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_3251,48718.45,0.7627738443842422,37161.15939894148,HIGH,RETRY_PAYMENT,High recovery probability
TXN_6669,47813.61,0.7768696077812333,37144.940447304856,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_813,43539.3,0.8523351755148357,37110.07690729309,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_6018,47142.99,0.7863751488358843,37072.0757778186,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_9213,49017.19,0.7555487929897651,37034.87874024999,HIGH,ESCALATE,Maximum retry threshold reached
TXN_3356,46680.29,0.792934949581301,37014.43339759051,HIGH,RETRY_PAYMENT,High recovery probability
TXN_8401,48916.95,0.7557344521637711,36968.22440977258,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_2952,49741.17,0.7430688871279999,36961.11583634465,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_61,47028.88,0.7858168634815058,36956.08697464812,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_296,48153.3,0.7671159070623346,36939.16240754472,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_4664,47829.79,0.7719335851743299,36921.42127283531,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_1807,44764.75,0.8243334161516163,36901.079290673064,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_685,49567.26,0.7437572178324353,36866.00739317696,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6898,45887.38,0.8020077418535324,36802.03401337494,HIGH,RETRY_PAYMENT,High recovery probability
TXN_1685,47194.33,0.7797713470705228,36800.78627819078,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_990,46330.54,0.7941067414591683,36791.39414944365,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_9584,49911.91,0.7359311598318671,36731.72981572377,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_3364,44677.75,0.8219101419138218,36721.09584289025,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_7095,48939.76,0.749927981219908,36701.295418186804,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6909,47956.11,0.7648577253607723,36679.60121175099,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6356,45110.76,0.8127247060193263,36662.62915930839,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_8190,46210.83,0.7928647659698435,36638.93891322222,HIGH,RETRY_PAYMENT,High recovery probability
TXN_5560,44518.12,0.8229884900490784,36637.90035862368,HIGH,RETRY_PAYMENT,High recovery probability
TXN_7677,48885.29,0.7494609542152242,36637.61609048796,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_6500,47606.01,0.769574505135339,36636.371587218004,HIGH,ESCALATE,Maximum retry threshold reached
TXN_1786,47294.25,0.774466554041944,36627.81482349821,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_1714,45429.66,0.8057742001135338,36606.04794792981,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_8345,44381.5,0.8244917274918429,36592.17960367922,HIGH,RETRY_PAYMENT,High recovery probability
TXN_996,41634.94,0.8788756728297045,36591.93590572438,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_4123,49345.15,0.7413751288616123,36583.266939945584,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_4764,48514.73,0.7539429745651346,36577.33984642437,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_9720,45747.96,0.7983983164707,36525.094245968925,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_1266,46650.1,0.7825605969689461,36506.53010466103,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7938,42434.28,0.8601808723491385,36501.1559879076,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_4902,49912.76,0.7311915337807302,36495.787539629484,HIGH,RETRY_LATER,Moderate recovery probability
TXN_3066,49088.19,0.7434693204466032,36495.563261253745,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9044,49176.53,0.741758488504383,36477.108562690446,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_2322,42331.27,0.8609514961891184,36445.170242085536,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_5167,48336.02,0.7536487678648485,36428.38191649067,HIGH,RETRY_PAYMENT,High recovery probability
TXN_2657,48118.35,0.7569219056985511,36421.83318106987,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7019,47661.8,0.7638177429663751,36404.92850171478,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_8005,42707.21,0.8521562223416178,36393.214740350166,HIGH,ESCALATE,Maximum retry threshold reached
TXN_6934,41065.26,0.8861211947680668,36388.79725466131,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_8480,43672.9,0.8331538106009512,36386.24305499428,HIGH,RETRY_PAYMENT,High recovery probability
TXN_9551,48437.48,0.7511543486516343,36384.02373972657,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_3821,46813.73,0.7765605420572094,36353.69554451985,HIGH,RETRY_PAYMENT,High recovery probability
TXN_467,49235.02,0.7380494782134916,36337.880820830826,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6295,49485.52,0.7341768291833638,36331.12216408993,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_5939,45093.52,0.8054576213476727,36320.91935739371,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_8968,41109.89,0.8831189415262038,36304.922543058674,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_8773,45474.21,0.798326522434714,36303.2679297659,HIGH,ESCALATE,Maximum retry threshold reached
TXN_2291,45458.15,0.7979630588774219,36273.92442490868,HIGH,RETRY_PAYMENT,High recovery probability
TXN_5625,43397.67,0.8358309272633191,36273.114757167525,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7437,42694.15,0.8468416009605839,36155.18233765131,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_5712,44390.24,0.8139884459342942,36133.14247225034,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_7291,47378.66,0.7625776635602146,36129.9078454138,HIGH,RETRY_PAYMENT,High recovery probability
TXN_4049,46602.93,0.7744160663076581,36090.057729011154,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6884,47732.63,0.7558649709710202,36079.42298932045,HIGH,RETRY_PAYMENT,High recovery probability
TXN_1823,47426.42,0.7605937151764941,36072.236985320786,HIGH,RETRY_PAYMENT,High recovery probability
TXN_7158,44964.96,0.8005771711461271,35997.92047749876,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9007,43423.23,0.8288508014669965,35991.37898778573,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_3000,43696.07,0.8230108658398935,35962.340404500595,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_218,43103.1,0.8339307958381623,35945.00248609189,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_3645,49278.47,0.7288654240591174,35917.37293353449,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_419,43416.03,0.8272497631615583,35915.90053491511,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_9775,47515.37,0.7555994131009075,35902.58568527247,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_6182,46605.76,0.7695861456380528,35867.14720293214,HIGH,RETRY_PAYMENT,High recovery probability with retryable failure
TXN_4658,48781.27,0.7352574968237178,35866.794472081914,HIGH,RETRY_LATER,Moderate recovery probability
TXN_1161,47292.91,0.7581563831463235,35855.421594064595,HIGH,SEND_PAYMENT_LINK,Customer abandoned checkout
TXN_4776,46205.35,0.7753106631271537,35823.50054852223,HIGH,SEND_PAYMENT_LINK,Active subscription with reasonable recovery probability
TXN_7487,45383.35,0.7892863934627519,35820.460644757775,HIGH,ESCALATE,Maximum retry threshold reached
TXN_2802,45092.5,0.7939448657567288,35800.958859135295,HIGH,RETRY_PAYMENT,High recovery probability
